strain,replicate,time,od
PA14,2,240,0.081
PA14,2,255,0.099
PA14,2,270,0.121
PA14,2,285,0.151
PA14,2,300,0.168
PA14,2,315,0.177
PA14,2,330,0.19
PA14,2,345,0.195
PA14,2,360,0.198
PA14,2,375,0.2
PA14,2,390,0.204
PA14,2,405,0.213
PA14,2,420,0.219
PA14,2,435,0.215
PA14,2,450,0.224
PA14,2,465,0.232
PA14,2,480,0.233
PA14,2,495,0.235
PA14,2,510,0.235
PA14,2,525,0.234
PA14,2,540,0.229
PA14,2,555,0.231
PA14,2,570,0.23
PA14,2,585,0.229
PA14,2,600,0.229
PA14,2,615,0.229
PA14,2,630,0.228
PA14,2,645,0.227
PA14,2,660,0.227
PA14,2,675,0.225
PA14,2,690,0.226
PA14,2,705,0.225
PA14,2,720,0.224
PA14,2,735,0.225
PA14,2,750,0.224
PA14,2,765,0.225
PA14,2,780,0.223
PA14,2,795,0.222
PA14,2,810,0.221
PA14,2,825,0.221
PA14,2,840,0.22
PA14,2,855,0.221
PA14,2,870,0.219
PA14,2,885,0.218
PA14,2,900,0.218
PA14,2,915,0.217
PA14,2,930,0.217
PA14,2,945,0.217
PA14,2,960,0.216
PA14,2,975,0.216
PA14,2,990,0.216
PA14,2,1005,0.217
PA14,2,1020,0.215
PA14,2,1035,0.215
PA14,2,1050,0.215
PA14,2,1065,0.214
PA14,2,1080,0.217
PA14,2,1095,0.214
PA14,2,1110,0.214
PA14,2,1125,0.213
PA14,2,1140,0.213
PA14,2,1155,0.212
H08,2,15,0.001
H08,2,30,0.001
H08,2,45,0.001
H08,2,60,0.003
H08,2,75,0.002
H08,2,90,0.006
H08,2,105,0.008
H08,2,120,0.009
H08,2,135,0.015
H08,2,150,0.022
H08,2,165,0.032
H08,2,180,0.047
H08,2,195,0.061
H08,2,210,0.073
H08,2,225,0.081
H08,2,240,0.094
H08,2,255,0.126
H08,2,270,0.137
H08,2,285,0.158
H08,2,300,0.176
H08,2,315,0.195
H08,2,330,0.207
H08,2,345,0.219
H08,2,360,0.228
H08,2,375,0.239
H08,2,390,0.244
H08,2,405,0.249
H08,2,420,0.247
H08,2,435,0.25
H08,2,450,0.252
H08,2,465,0.253
H08,2,480,0.256
H08,2,495,0.255
H08,2,510,0.261
H08,2,525,0.263
H08,2,540,0.269
H08,2,555,0.275
H08,2,570,0.274
H08,2,585,0.274
H08,2,600,0.274
H08,2,615,0.275
H08,2,630,0.275
H08,2,645,0.276
H08,2,660,0.275
H08,2,675,0.275
H08,2,690,0.275
H08,2,705,0.273
H08,2,720,0.273
H08,2,735,0.272
H08,2,750,0.272
H08,2,765,0.271
H08,2,780,0.271
H08,2,795,0.271
H08,2,810,0.271
H08,2,825,0.27
H08,2,840,0.27
H08,2,855,0.27
H08,2,870,0.27
H08,2,885,0.269
H08,2,900,0.269
H08,2,915,0.269
H08,2,930,0.269
H08,2,945,0.269
H08,2,960,0.269
H08,2,975,0.268
H08,2,990,0.268
H08,2,1005,0.268
H08,2,1020,0.267
H08,2,1035,0.267
H08,2,1050,0.271
H08,2,1065,0.268
H08,2,1080,0.267
H08,2,1095,0.267
H08,2,1110,0.267
H08,2,1125,0.267
H08,2,1140,0.266
H08,2,1155,0.266
H05,3,15,0.008
H05,3,30,0.007
H05,3,45,0.006
H05,3,60,0.006
H05,3,75,0.006
H05,3,90,0.008
H05,3,105,0.01
H05,3,120,0.012
H05,3,135,0.016
H05,3,150,0.021
H05,3,165,0.029
H05,3,180,0.038
H05,3,195,0.052
H05,3,210,0.065
H05,3,225,0.08
H05,3,240,0.102
H05,3,255,0.124
H05,3,270,0.146
H05,3,285,0.185
H05,3,300,0.2
H05,3,315,0.217
H05,3,330,0.236
H05,3,345,0.254
H05,3,360,0.273
H05,3,375,0.283
H05,3,390,0.3
H05,3,405,0.316
H05,3,420,0.323
H05,3,435,0.332
H05,3,450,0.331
H05,3,465,0.338
H05,3,480,0.344
H05,3,495,0.349
H05,3,510,0.355
H05,3,525,0.359
H05,3,540,0.358
H05,3,555,0.353
H05,3,570,0.347
H05,3,585,0.342
H05,3,600,0.338
H05,3,615,0.333
H05,3,630,0.329
H05,3,645,0.325
H05,3,660,0.322
H05,3,675,0.319
H05,3,690,0.317
H05,3,705,0.314
H05,3,720,0.312
H05,3,735,0.31
H05,3,750,0.308
H05,3,765,0.306
H05,3,780,0.305
H05,3,795,0.304
H05,3,810,0.303
H05,3,825,0.301
H05,3,840,0.3
H05,3,855,0.299
H05,3,870,0.298
H05,3,885,0.296
H05,3,900,0.295
H05,3,915,0.294
H05,3,930,0.292
H05,3,945,0.291
H05,3,960,0.29
H05,3,975,0.289
H05,3,990,0.288
H05,3,1005,0.287
H05,3,1020,0.286
H05,3,1035,0.285
H05,3,1050,0.285
H05,3,1065,0.285
H05,3,1080,0.284
H05,3,1095,0.282
H05,3,1110,0.281
H05,3,1125,0.28
H05,3,1140,0.279
H05,3,1155,0.278
H02,3,15,0.001
H02,3,30,0.001
H02,3,45,0.001
H02,3,60,0.001
H02,3,75,0.001
H02,3,90,0.001
H02,3,105,0.002
H02,3,120,0.006
H02,3,135,0.012
H02,3,150,0.02
H02,3,165,0.029
H02,3,180,0.041
H02,3,195,0.056
H02,3,210,0.067
H02,3,225,0.081
H02,3,240,0.103
H02,3,255,0.13
H02,3,270,0.146
H02,3,285,0.176
H02,3,300,0.185
H02,3,315,0.202
H02,3,330,0.222
H02,3,345,0.234
H02,3,360,0.244
H02,3,375,0.258
H02,3,390,0.267
H02,3,405,0.272
H02,3,420,0.275
H02,3,435,0.276
H02,3,450,0.276
H02,3,465,0.275
H02,3,480,0.276
H02,3,495,0.269
H02,3,510,0.267
H02,3,525,0.27
H02,3,540,0.264
H02,3,555,0.258
H02,3,570,0.256
H02,3,585,0.253
H02,3,600,0.251
H02,3,615,0.249
H02,3,630,0.248
H02,3,645,0.246
H02,3,660,0.244
H02,3,675,0.243
H02,3,690,0.241
H02,3,705,0.242
H02,3,720,0.239
H02,3,735,0.238
H02,3,750,0.236
H02,3,765,0.235
H02,3,780,0.235
H02,3,795,0.234
H02,3,810,0.233
H02,3,825,0.232
H02,3,840,0.231
H02,3,855,0.232
H02,3,870,0.236
H02,3,885,0.229
H02,3,900,0.229
H02,3,915,0.227
H02,3,930,0.226
H02,3,945,0.226
H02,3,960,0.225
H02,3,975,0.225
H02,3,990,0.225
H02,3,1005,0.224
H02,3,1020,0.224
H02,3,1035,0.223
H02,3,1050,0.224
H02,3,1065,0.225
H02,3,1080,0.227
H02,3,1095,0.226
H02,3,1110,0.224
H02,3,1125,0.223
H02,3,1140,0.223
H02,3,1155,0.225
H09,2,15,0.003
H09,2,30,0.002
H09,2,45,0.002
H09,2,60,0.003
H09,2,75,0.004
H09,2,90,0.007
H09,2,105,0.01
H09,2,120,0.014
H09,2,135,0.021
H09,2,150,0.03
H09,2,165,0.043
H09,2,180,0.058
H09,2,195,0.075
H09,2,210,0.087
H09,2,225,0.099
H09,2,240,0.117
H09,2,255,0.135
H09,2,270,0.167
H09,2,285,0.203
H09,2,300,0.225
H09,2,315,0.244
H09,2,330,0.267
H09,2,345,0.284
H09,2,360,0.294
H09,2,375,0.311
H09,2,390,0.322
H09,2,405,0.325
H09,2,420,0.328
H09,2,435,0.327
H09,2,450,0.322
H09,2,465,0.318
H09,2,480,0.314
H09,2,495,0.309
H09,2,510,0.305
H09,2,525,0.301
H09,2,540,0.294
H09,2,555,0.296
H09,2,570,0.293
H09,2,585,0.29
H09,2,600,0.287
H09,2,615,0.284
H09,2,630,0.282
H09,2,645,0.28
H09,2,660,0.277
H09,2,675,0.275
H09,2,690,0.274
H09,2,705,0.273
H09,2,720,0.272
H09,2,735,0.27
H09,2,750,0.269
H09,2,765,0.267
H09,2,780,0.267
H09,2,795,0.266
H09,2,810,0.265
H09,2,825,0.264
H09,2,840,0.264
H09,2,855,0.265
H09,2,870,0.263
H09,2,885,0.261
H09,2,900,0.261
H09,2,915,0.26
H09,2,930,0.26
H09,2,945,0.259
H09,2,960,0.259
H09,2,975,0.262
H09,2,990,0.258
H09,2,1005,0.257
H09,2,1020,0.256
H09,2,1035,0.256
H09,2,1050,0.257
H09,2,1065,0.257
H09,2,1080,0.258
H09,2,1095,0.257
H09,2,1110,0.257
H09,2,1125,0.26
H09,2,1140,0.255
H09,2,1155,0.255
PA14,3,15,0.001
PA14,3,30,0.001
PA14,3,45,0.001
PA14,3,60,0.002
PA14,3,75,0.007
PA14,3,90,0.013
PA14,3,105,0.019
PA14,3,120,0.024
PA14,3,135,0.031
PA14,3,150,0.039
PA14,3,165,0.048
PA14,3,180,0.057
PA14,3,195,0.069
PA14,3,210,0.078
PA14,3,225,0.092
PA14,3,240,0.106
PA14,3,255,0.122
PA14,3,270,0.142
PA14,3,285,0.175
PA14,3,300,0.191
PA14,3,315,0.209
PA14,3,330,0.229
PA14,3,345,0.233
PA14,3,360,0.234
PA14,3,375,0.236
PA14,3,390,0.241
PA14,3,405,0.247
PA14,3,420,0.253
PA14,3,435,0.266
PA14,3,450,0.263
PA14,3,465,0.27
PA14,3,480,0.273
PA14,3,495,0.273
PA14,3,510,0.271
PA14,3,525,0.27
PA14,3,540,0.265
PA14,3,555,0.264
PA14,3,570,0.262
PA14,3,585,0.26
PA14,3,600,0.259
PA14,3,615,0.257
PA14,3,630,0.257
PA14,3,645,0.255
PA14,3,660,0.257
PA14,3,675,0.254
PA14,3,690,0.254
PA14,3,705,0.254
PA14,3,720,0.256
PA14,3,735,0.252
PA14,3,750,0.251
PA14,3,765,0.25
PA14,3,780,0.25
PA14,3,795,0.249
PA14,3,810,0.249
PA14,3,825,0.249
PA14,3,840,0.249
PA14,3,855,0.249
PA14,3,870,0.248
PA14,3,885,0.249
PA14,3,900,0.246
PA14,3,915,0.246
PA14,3,930,0.246
PA14,3,945,0.246
PA14,3,960,0.245
PA14,3,975,0.245
PA14,3,990,0.244
PA14,3,1005,0.244
PA14,3,1020,0.244
PA14,3,1035,0.243
PA14,3,1050,0.243
PA14,3,1065,0.244
PA14,3,1080,0.244
PA14,3,1095,0.245
PA14,3,1110,0.245
PA14,3,1125,0.245
PA14,3,1140,0.245
PA14,3,1155,0.245
H09,3,15,0.008
H09,3,30,0.01
H09,3,45,0.009
H09,3,60,0.01
H09,3,75,0.013
H09,3,90,0.019
H09,3,105,0.026
H09,3,120,0.032
H09,3,135,0.041
H09,3,150,0.052
H09,3,165,0.066
H09,3,180,0.085
H09,3,195,0.099
H09,3,210,0.114
H09,3,225,0.128
H09,3,240,0.145
H09,3,255,0.168
H09,3,270,0.209
H09,3,285,0.233
H09,3,300,0.252
H09,3,315,0.271
H09,3,330,0.29
H09,3,345,0.306
H09,3,360,0.316
H09,3,375,0.327
H09,3,390,0.334
H09,3,405,0.34
H09,3,420,0.344
H09,3,435,0.348
H09,3,450,0.354
H09,3,465,0.356
H09,3,480,0.359
H09,3,495,0.362
H09,3,510,0.366
H09,3,525,0.37
H09,3,540,0.364
H09,3,555,0.376
H09,3,570,0.377
H09,3,585,0.379
H09,3,600,0.381
H09,3,615,0.383
H09,3,630,0.381
H09,3,645,0.378
H09,3,660,0.375
H09,3,675,0.371
H09,3,690,0.368
H09,3,705,0.365
H09,3,720,0.363
H09,3,735,0.36
H09,3,750,0.357
H09,3,765,0.355
H09,3,780,0.354
H09,3,795,0.352
H09,3,810,0.35
H09,3,825,0.35
H09,3,840,0.348
H09,3,855,0.347
H09,3,870,0.346
H09,3,885,0.344
H09,3,900,0.344
H09,3,915,0.345
H09,3,930,0.341
H09,3,945,0.341
H09,3,960,0.341
H09,3,975,0.339
H09,3,990,0.339
H09,3,1005,0.339
H09,3,1020,0.338
H09,3,1035,0.337
H09,3,1050,0.337
H09,3,1065,0.338
H09,3,1080,0.339
H09,3,1095,0.337
H09,3,1110,0.335
H09,3,1125,0.334
H09,3,1140,0.334
H09,3,1155,0.331
PA14,4,15,0.001
PA14,4,30,0.001
PA14,4,45,0.001
PA14,4,60,0.001
PA14,4,75,0.001
PA14,4,90,0.001
PA14,4,105,0.002
PA14,4,120,0.005
PA14,4,135,0.009
PA14,4,150,0.014
PA14,4,165,0.021
PA14,4,180,0.029
PA14,4,195,0.039
PA14,4,210,0.046
PA14,4,225,0.057
PA14,4,240,0.072
PA14,4,255,0.087
PA14,4,270,0.112
PA14,4,285,0.135
PA14,4,300,0.154
PA14,4,315,0.169
PA14,4,330,0.189
PA14,4,345,0.193
PA14,4,360,0.197
PA14,4,375,0.199
PA14,4,390,0.204
PA14,4,405,0.207
PA14,4,420,0.212
PA14,4,435,0.215
PA14,4,450,0.216
PA14,4,465,0.223
PA14,4,480,0.23
PA14,4,495,0.234
PA14,4,510,0.239
PA14,4,525,0.242
PA14,4,540,0.242
PA14,4,555,0.251
PA14,4,570,0.252
PA14,4,585,0.254
PA14,4,600,0.256
PA14,4,615,0.258
PA14,4,630,0.259
PA14,4,645,0.271
PA14,4,660,0.272
PA14,4,675,0.27
PA14,4,690,0.268
PA14,4,705,0.266
PA14,4,720,0.265
PA14,4,735,0.264
PA14,4,750,0.263
PA14,4,765,0.265
PA14,4,780,0.266
PA14,4,795,0.263
PA14,4,810,0.261
PA14,4,825,0.259
PA14,4,840,0.258
PA14,4,855,0.257
PA14,4,870,0.255
PA14,4,885,0.254
PA14,4,900,0.253
PA14,4,915,0.252
PA14,4,930,0.25
PA14,4,945,0.25
PA14,4,960,0.249
PA14,4,975,0.249
PA14,4,990,0.248
PA14,4,1005,0.247
PA14,4,1020,0.247
PA14,4,1035,0.246
PA14,4,1050,0.246
PA14,4,1065,0.245
PA14,4,1080,0.245
PA14,4,1095,0.244
PA14,4,1110,0.244
PA14,4,1125,0.243
PA14,4,1140,0.242
PA14,4,1155,0.242
H03,4,15,0.001
H03,4,30,0.001
H03,4,45,0.001
H03,4,60,0.001
H03,4,75,0.001
H03,4,90,0.001
H03,4,105,0.001
H03,4,120,0.001
H03,4,135,0.002
H03,4,150,0.004
H03,4,165,0.008
H03,4,180,0.013
H03,4,195,0.019
H03,4,210,0.029
H03,4,225,0.035
H03,4,240,0.044
H03,4,255,0.049
H03,4,270,0.052
H03,4,285,0.058
H03,4,300,0.063
H03,4,315,0.075
H03,4,330,0.08
H03,4,345,0.093
H03,4,360,0.1
H03,4,375,0.113
H03,4,390,0.121
H03,4,405,0.131
H03,4,420,0.137
H03,4,435,0.139
H03,4,450,0.143
H03,4,465,0.148
H03,4,480,0.148
H03,4,495,0.15
H03,4,510,0.162
H03,4,525,0.162
H03,4,540,0.168
H03,4,555,0.172
H03,4,570,0.181
H03,4,585,0.187
H03,4,600,0.191
H03,4,615,0.196
H03,4,630,0.201
H03,4,645,0.205
H03,4,660,0.209
H03,4,675,0.215
H03,4,690,0.221
H03,4,705,0.224
H03,4,720,0.225
H03,4,735,0.227
H03,4,750,0.227
H03,4,765,0.228
H03,4,780,0.229
H03,4,795,0.232
H03,4,810,0.231
H03,4,825,0.232
H03,4,840,0.232
H03,4,855,0.233
H03,4,870,0.233
H03,4,885,0.234
H03,4,900,0.234
H03,4,915,0.235
H03,4,930,0.235
H03,4,945,0.236
H03,4,960,0.236
H03,4,975,0.24
H03,4,990,0.237
H03,4,1005,0.238
H03,4,1020,0.238
H03,4,1035,0.238
H03,4,1050,0.239
H03,4,1065,0.24
H03,4,1080,0.241
H03,4,1095,0.241
H03,4,1110,0.241
H03,4,1125,0.241
H03,4,1140,0.241
H03,4,1155,0.241
H05,4,15,0.001
H05,4,30,0.001
H05,4,45,0.001
H05,4,60,0.001
H05,4,75,0.001
H05,4,90,0.003
H05,4,105,0.006
H05,4,120,0.01
H05,4,135,0.015
H05,4,150,0.022
H05,4,165,0.031
H05,4,180,0.043
H05,4,195,0.059
H05,4,210,0.074
H05,4,225,0.089
H05,4,240,0.11
H05,4,255,0.137
H05,4,270,0.16
H05,4,285,0.19
H05,4,300,0.208
H05,4,315,0.218
H05,4,330,0.228
H05,4,345,0.243
H05,4,360,0.254
H05,4,375,0.259
H05,4,390,0.274
H05,4,405,0.284
H05,4,420,0.292
H05,4,435,0.297
H05,4,450,0.304
H05,4,465,0.302
H05,4,480,0.301
H05,4,495,0.3
H05,4,510,0.299
H05,4,525,0.295
H05,4,540,0.286
H05,4,555,0.288
H05,4,570,0.285
H05,4,585,0.283
H05,4,600,0.281
H05,4,615,0.275
H05,4,630,0.274
H05,4,645,0.273
H05,4,660,0.27
H05,4,675,0.272
H05,4,690,0.268
H05,4,705,0.268
H05,4,720,0.268
H05,4,735,0.267
H05,4,750,0.266
H05,4,765,0.265
H05,4,780,0.266
H05,4,795,0.266
H05,4,810,0.266
H05,4,825,0.266
H05,4,840,0.265
H05,4,855,0.269
H05,4,870,0.265
H05,4,885,0.267
H05,4,900,0.266
H05,4,915,0.263
H05,4,930,0.263
H05,4,945,0.263
H05,4,960,0.263
H05,4,975,0.262
H05,4,990,0.262
H05,4,1005,0.262
H05,4,1020,0.262
H05,4,1035,0.261
H05,4,1050,0.263
H05,4,1065,0.264
H05,4,1080,0.264
H05,4,1095,0.263
H05,4,1110,0.266
H05,4,1125,0.265
H05,4,1140,0.263
H05,4,1155,0.264
H08,3,15,0.001
H08,3,30,0.001
H08,3,45,0.001
H08,3,60,0.001
H08,3,75,0.001
H08,3,90,0.004
H08,3,105,0.007
H08,3,120,0.01
H08,3,135,0.018
H08,3,150,0.027
H08,3,165,0.041
H08,3,180,0.058
H08,3,195,0.074
H08,3,210,0.089
H08,3,225,0.102
H08,3,240,0.116
H08,3,255,0.145
H08,3,270,0.182
H08,3,285,0.176
H08,3,300,0.193
H08,3,315,0.215
H08,3,330,0.228
H08,3,345,0.241
H08,3,360,0.25
H08,3,375,0.261
H08,3,390,0.267
H08,3,405,0.272
H08,3,420,0.276
H08,3,435,0.28
H08,3,450,0.281
H08,3,465,0.282
H08,3,480,0.283
H08,3,495,0.284
H08,3,510,0.284
H08,3,525,0.283
H08,3,540,0.284
H08,3,555,0.283
H08,3,570,0.282
H08,3,585,0.282
H08,3,600,0.281
H08,3,615,0.28
H08,3,630,0.281
H08,3,645,0.279
H08,3,660,0.278
H08,3,675,0.276
H08,3,690,0.275
H08,3,705,0.274
H08,3,720,0.274
H08,3,735,0.273
H08,3,750,0.272
H08,3,765,0.271
H08,3,780,0.27
H08,3,795,0.269
H08,3,810,0.269
H08,3,825,0.268
H08,3,840,0.267
H08,3,855,0.267
H08,3,870,0.266
H08,3,885,0.266
H08,3,900,0.265
H08,3,915,0.264
H08,3,930,0.264
H08,3,945,0.263
H08,3,960,0.263
H08,3,975,0.262
H08,3,990,0.262
H08,3,1005,0.261
H08,3,1020,0.261
H08,3,1035,0.26
H08,3,1050,0.26
H08,3,1065,0.261
H08,3,1080,0.262
H08,3,1095,0.263
H08,3,1110,0.263
H08,3,1125,0.264
H08,3,1140,0.265
H08,3,1155,0.265
H10,2,15,0.001
H10,2,30,0.001
H10,2,45,0.001
H10,2,60,0.001
H10,2,75,0.001
H10,2,90,0.001
H10,2,105,0.003
H10,2,120,0.007
H10,2,135,0.012
H10,2,150,0.019
H10,2,165,0.029
H10,2,180,0.04
H10,2,195,0.049
H10,2,210,0.057
H10,2,225,0.076
H10,2,240,0.088
H10,2,255,0.113
H10,2,270,0.116
H10,2,285,0.131
H10,2,300,0.142
H10,2,315,0.151
H10,2,330,0.172
H10,2,345,0.168
H10,2,360,0.164
H10,2,375,0.158
H10,2,390,0.172
H10,2,405,0.18
H10,2,420,0.186
H10,2,435,0.203
H10,2,450,0.218
H10,2,465,0.435
H10,2,480,0.41
H10,2,495,0.329
H10,2,510,0.375
H10,2,525,0.354
H10,2,540,0.349
H10,2,555,0.37
H10,2,570,0.395
H10,2,585,0.349
H10,2,600,0.348
H10,2,615,0.343
H10,2,630,0.345
H10,2,645,0.356
H10,2,660,0.335
H10,2,675,0.334
H10,2,690,0.337
H10,2,705,0.329
H10,2,720,0.35
H10,2,735,0.322
H10,2,750,0.32
H10,2,765,0.317
H10,2,780,0.315
H10,2,795,0.313
H10,2,810,0.312
H10,2,825,0.309
H10,2,840,0.308
H10,2,855,0.311
H10,2,870,0.304
H10,2,885,0.302
H10,2,900,0.301
H10,2,915,0.3
H10,2,930,0.298
H10,2,945,0.296
H10,2,960,0.299
H10,2,975,0.293
H10,2,990,0.333
H10,2,1005,0.291
H10,2,1020,0.29
H10,2,1035,0.29
H10,2,1050,0.292
H10,2,1065,0.29
H10,2,1080,0.287
H10,2,1095,0.286
H10,2,1110,0.284
H10,2,1125,0.283
H10,2,1140,0.285
H10,2,1155,0.279
H03,5,15,0.001
H03,5,30,0.001
H03,5,45,0.001
H03,5,60,0.001
H03,5,75,0.002
H03,5,90,0.007
H03,5,105,0.012
H03,5,120,0.016
H03,5,135,0.021
H03,5,150,0.026
H03,5,165,0.033
H03,5,180,0.039
H03,5,195,0.048
H03,5,210,0.057
H03,5,225,0.064
H03,5,240,0.072
H03,5,255,0.078
H03,5,270,0.082
H03,5,285,0.087
H03,5,300,0.093
H03,5,315,0.105
H03,5,330,0.113
H03,5,345,0.124
H03,5,360,0.136
H03,5,375,0.149
H03,5,390,0.16
H03,5,405,0.169
H03,5,420,0.177
H03,5,435,0.176
H03,5,450,0.187
H03,5,465,0.188
H03,5,480,0.197
H03,5,495,0.203
H03,5,510,0.209
H03,5,525,0.217
H03,5,540,0.222
H03,5,555,0.228
H03,5,570,0.232
H03,5,585,0.237
H03,5,600,0.24
H03,5,615,0.247
H03,5,630,0.253
H03,5,645,0.256
H03,5,660,0.259
H03,5,675,0.26
H03,5,690,0.262
H03,5,705,0.264
H03,5,720,0.264
H03,5,735,0.264
H03,5,750,0.265
H03,5,765,0.266
H03,5,780,0.266
H03,5,795,0.267
H03,5,810,0.268
H03,5,825,0.269
H03,5,840,0.271
H03,5,855,0.272
H03,5,870,0.272
H03,5,885,0.271
H03,5,900,0.271
H03,5,915,0.271
H03,5,930,0.272
H03,5,945,0.273
H03,5,960,0.273
H03,5,975,0.273
H03,5,990,0.273
H03,5,1005,0.274
H03,5,1020,0.275
H03,5,1035,0.276
H03,5,1050,0.276
H03,5,1065,0.277
H03,5,1080,0.279
H03,5,1095,0.279
H03,5,1110,0.28
H03,5,1125,0.281
H03,5,1140,0.281
H03,5,1155,0.281
H02,4,15,0.001
H02,4,30,0.001
H02,4,45,0.001
H02,4,60,0.001
H02,4,75,0.006
H02,4,90,0.011
H02,4,105,0.016
H02,4,120,0.021
H02,4,135,0.027
H02,4,150,0.034
H02,4,165,0.043
H02,4,180,0.053
H02,4,195,0.067
H02,4,210,0.079
H02,4,225,0.095
H02,4,240,0.113
H02,4,255,0.133
H02,4,270,0.169
H02,4,285,0.192
H02,4,300,0.206
H02,4,315,0.22
H02,4,330,0.236
H02,4,345,0.257
H02,4,360,0.272
H02,4,375,0.279
H02,4,390,0.294
H02,4,405,0.307
H02,4,420,0.318
H02,4,435,0.33
H02,4,450,0.334
H02,4,465,0.339
H02,4,480,0.342
H02,4,495,0.345
H02,4,510,0.345
H02,4,525,0.355
H02,4,540,0.338
H02,4,555,0.343
H02,4,570,0.342
H02,4,585,0.344
H02,4,600,0.341
H02,4,615,0.339
H02,4,630,0.337
H02,4,645,0.334
H02,4,660,0.331
H02,4,675,0.328
H02,4,690,0.326
H02,4,705,0.324
H02,4,720,0.321
H02,4,735,0.319
H02,4,750,0.317
H02,4,765,0.314
H02,4,780,0.312
H02,4,795,0.311
H02,4,810,0.308
H02,4,825,0.306
H02,4,840,0.304
H02,4,855,0.306
H02,4,870,0.302
H02,4,885,0.299
H02,4,900,0.295
H02,4,915,0.293
H02,4,930,0.29
H02,4,945,0.287
H02,4,960,0.285
H02,4,975,0.282
H02,4,990,0.279
H02,4,1005,0.287
H02,4,1020,0.274
H02,4,1035,0.277
H02,4,1050,0.277
H02,4,1065,0.269
H02,4,1080,0.269
H02,4,1095,0.267
H02,4,1110,0.265
H02,4,1125,0.263
H02,4,1140,0.262
H02,4,1155,0.26
H08,4,15,0.001
H08,4,30,0.001
H08,4,45,0.002
H08,4,60,0.002
H08,4,75,0.002
H08,4,90,0.004
H08,4,105,0.005
H08,4,120,0.008
H08,4,135,0.01
H08,4,150,0.016
H08,4,165,0.021
H08,4,180,0.031
H08,4,195,0.044
H08,4,210,0.06
H08,4,225,0.071
H08,4,240,0.089
H08,4,255,0.119
H08,4,270,0.138
H08,4,285,0.15
H08,4,300,0.163
H08,4,315,0.179
H08,4,330,0.193
H08,4,345,0.204
H08,4,360,0.214
H08,4,375,0.222
H08,4,390,0.229
H08,4,405,0.235
H08,4,420,0.24
H08,4,435,0.243
H08,4,450,0.247
H08,4,465,0.251
H08,4,480,0.255
H08,4,495,0.258
H08,4,510,0.259
H08,4,525,0.26
H08,4,540,0.259
H08,4,555,0.26
H08,4,570,0.261
H08,4,585,0.261
H08,4,600,0.261
H08,4,615,0.261
H08,4,630,0.262
H08,4,645,0.262
H08,4,660,0.261
H08,4,675,0.261
H08,4,690,0.262
H08,4,705,0.261
H08,4,720,0.261
H08,4,735,0.261
H08,4,750,0.261
H08,4,765,0.261
H08,4,780,0.26
H08,4,795,0.26
H08,4,810,0.259
H08,4,825,0.259
H08,4,840,0.259
H08,4,855,0.259
H08,4,870,0.258
H08,4,885,0.258
H08,4,900,0.258
H08,4,915,0.258
H08,4,930,0.258
H08,4,945,0.257
H08,4,960,0.257
H08,4,975,0.257
H08,4,990,0.256
H08,4,1005,0.257
H08,4,1020,0.256
H08,4,1035,0.256
H08,4,1050,0.256
H08,4,1065,0.256
H08,4,1080,0.255
H08,4,1095,0.255
H08,4,1110,0.256
H08,4,1125,0.255
H08,4,1140,0.255
H08,4,1155,0.256
H08,5,15,0.003
H08,5,30,0.001
H08,5,45,0.001
H08,5,60,0.001
H08,5,75,0.003
H08,5,90,0.004
H08,5,105,0.007
H08,5,120,0.01
H08,5,135,0.014
H08,5,150,0.021
H08,5,165,0.032
H08,5,180,0.048
H08,5,195,0.065
H08,5,210,0.078
H08,5,225,0.09
H08,5,240,0.103
H08,5,255,0.123
H08,5,270,0.149
H08,5,285,0.17
H08,5,300,0.189
H08,5,315,0.21
H08,5,330,0.224
H08,5,345,0.239
H08,5,360,0.246
H08,5,375,0.256
H08,5,390,0.271
H08,5,405,0.291
H08,5,420,0.3
H08,5,435,0.276
H08,5,450,0.28
H08,5,465,0.285
H08,5,480,0.29
H08,5,495,0.291
H08,5,510,0.291
H08,5,525,0.291
H08,5,540,0.293
H08,5,555,0.291
H08,5,570,0.291
H08,5,585,0.289
H08,5,600,0.287
H08,5,615,0.286
H08,5,630,0.284
H08,5,645,0.28
H08,5,660,0.278
H08,5,675,0.275
H08,5,690,0.273
H08,5,705,0.27
H08,5,720,0.269
H08,5,735,0.268
H08,5,750,0.267
H08,5,765,0.266
H08,5,780,0.267
H08,5,795,0.267
H08,5,810,0.266
H08,5,825,0.266
H08,5,840,0.265
H08,5,855,0.265
H08,5,870,0.264
H08,5,885,0.264
H08,5,900,0.263
H08,5,915,0.263
H08,5,930,0.263
H08,5,945,0.263
H08,5,960,0.263
H08,5,975,0.263
H08,5,990,0.262
H08,5,1005,0.263
H08,5,1020,0.262
H08,5,1035,0.262
H08,5,1050,0.263
H08,5,1065,0.265
H08,5,1080,0.267
H08,5,1095,0.267
H08,5,1110,0.266
H08,5,1125,0.265
H08,5,1140,0.265
H08,5,1155,0.265
H10,3,15,0.001
H10,3,30,0.001
H10,3,45,0.001
H10,3,60,0.001
H10,3,75,0.001
H10,3,90,0.001
H10,3,105,0.002
H10,3,120,0.005
H10,3,135,0.01
H10,3,150,0.016
H10,3,165,0.025
H10,3,180,0.035
H10,3,195,0.043
H10,3,210,0.051
H10,3,225,0.06
H10,3,240,0.076
H10,3,255,0.107
H10,3,270,0.123
H10,3,285,0.138
